NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Sotin;Vukovar;Vukovarsko-srijemska;;936;59072;32232;2703972.475;5019116.741
Grabovo dio;Vukovar;Vukovarsko-srijemska;;104;74926;32232;2699915.339;5019393.657
Negoslavci;Negoslavci;Vukovarsko-srijemska;Opæine;1712;42919;32239;2696271;5016895.5
Petrovci;Bogdanovci;Vukovarsko-srijemska;;1037;47872;32229;2692249.348;5017826.451
Ivankovo;Ivankovo;Vukovarsko-srijemska;Opæine;6627;24813;32281;2671679;5017307.5
Grabovo;Tompojevci;Vukovarsko-srijemska;;0;21857;32232;2701282.787;5016885.1
Novi Mikanovci;Stari Mikanovci;Vukovarsko-srijemska;;683;43893;32283;2664678.14;5016964.652
Stari Mikanovci;Stari Mikanovci;Vukovarsko-srijemska;Opæine;2719;60232;32284;2661891.5;5016782.5
Mirkovci;Vinkovci;Vukovarsko-srijemska;;2699;41319;32240;2684789.585;5015723.365
Opatovac;Lovas;Vukovarsko-srijemska;;412;45144;32233;2709829.023;5015439.867
Voðinci;Voðinci;Vukovarsko-srijemska;Opæine;2093;69957;32283;2665965.309;5015764.846
Stari Jankovci;Stari Jankovci;Vukovarsko-srijemska;Opæine;1524;60194;32241;2689517.25;5014663.5
Mikluševci;Tompojevci;Vukovarsko-srijemska;;457;40916;32238;2703197;5014081.5
Mohovo;Ilok;Vukovarsko-srijemska;;286;41661;32234;2713582.681;5014440.882
Svinjarevci;Bogdanovci;Vukovarsko-srijemska;;366;62499;32239;2693954.138;5013796.769
Èakovci;Tompojevci;Vukovarsko-srijemska;;362;9016;32238;2701229.632;5012369.788
Novi Jankovci;Stari Jankovci;Vukovarsko-srijemska;;944;43834;32241;2688445.75;5012389.5
Tompojevci;Tompojevci;Vukovarsko-srijemska;Opæine;364;65056;32238;2703905.5;5012074
Lovas;Lovas;Vukovarsko-srijemska;Opæine;1018;36005;32237;2709902.75;5011533
Berak;Tompojevci;Vukovarsko-srijemska;;410;2496;32243;2696847.25;5011686.5
Srijemske Laze;Stari Jankovci;Vukovarsko-srijemska;;755;59544;32242;2691301.163;5011444.701
Retkovci;Ivankovo;Vukovarsko-srijemska;;1252;54984;32282;2669388;5011125.5
Slakovci;Stari Jankovci;Vukovarsko-srijemska;;1032;58009;32242;2692601.468;5010335.179
Rokovci;Andrijaševci;Vukovarsko-srijemska;;3083;55557;32271;2676419.997;5010916.433
Andrijaševci;Andrijaševci;Vukovarsko-srijemska;Opæine;2156;159;32271;2676202.5;5010375.5
Orolik;Stari Jankovci;Vukovarsko-srijemska;;623;45624;32243;2695506;5009851
Bokšiæ;Tompojevci;Vukovarsko-srijemska;;162;3930;32238;2702884.25;5009788.5
Prkovci;Ivankovo;Vukovarsko-srijemska;;540;52370;32282;2666076.25;5008841
Privlaka;Privlaka;Vukovarsko-srijemska;Opæine;3793;52299;32251;2684023;5007221
Cerna;Cerna;Vukovarsko-srijemska;Opæine;4165;7927;32272;2672277.255;5006400.379
Banovci;Nijemci;Vukovarsko-srijemska;;541;63169;32247;2702012.237;5006702.974
Ðeletovci;Nijemci;Vukovarsko-srijemska;;554;16209;32244;2697820;5006294
Šiškovci;Cerna;Vukovarsko-srijemska;;833;63541;32272;2669367.75;5007281
Ilaèa;Tovarnik;Vukovarsko-srijemska;;782;24368;32248;2704297.854;5006482.136
Vinkovaèki Banovci;Nijemci;Vukovarsko-srijemska;;210;69230;32247;2700294.75;5006283
Tovarnik;Tovarnik;Vukovarsko-srijemska;Opæine;2167;65315;32249;2708840.5;5004704
Komletinci;Otok (Vinkovci);Vukovarsko-srijemska;;1913;29823;32253;2692724;5002517
Otok;Otok (Vinkovci);Vukovarsko-srijemska;Opæine;5762;46116;32252;2687810.5;5001993.5
Gradište;Gradište;Vukovarsko-srijemska;Opæine;3389;22233;32273;2673875;5001938.5
Nijemci;Nijemci;Vukovarsko-srijemska;Opæine;1679;43052;32245;2699763.5;5001635.5
Donje Novo Selo;Nijemci;Vukovarsko-srijemska;;617;12742;32245;2696909.75;5000903
Babina Greda;Babina Greda;Vukovarsko-srijemska;Opæine;4219;400;32276;2660637.565;4997882.617
Podgraðe;Nijemci;Vukovarsko-srijemska;;476;49255;32245;2699763.488;4997790.914
Štitar;Županja;Vukovarsko-srijemska;;2621;64092;32274;2668847.75;4995773
Županja;Županja;Vukovarsko-srijemska;Grada;13712;74667;32270;2673147.25;4993312.5
Apševci;Nijemci;Vukovarsko-srijemska;;350;302;32246;2702831.75;4994273
Lipovac;Nijemci;Vukovarsko-srijemska;;1177;35432;32246;2702967.163;4992420.012
Bošnjaci;Bošnjaci;Vukovarsko-srijemska;Opæine;4665;4383;32275;2678164.19;4990881.249
Vrbanja;Vrbanja;Vukovarsko-srijemska;Opæine;2936;70556;32254;2691782;4983790
Posavski Podgajci;Drenovci;Vukovarsko-srijemska;;1553;48976;32258;2684306.75;4979940
Soljani;Vrbanja;Vukovarsko-srijemska;;1567;58947;32255;2695458;4980405.5
Drenovci;Drenovci;Vukovarsko-srijemska;Opæine;3103;14893;32257;2690664.75;4976870.5
Rajevo Selo;Drenovci;Vukovarsko-srijemska;;1414;53783;32261;2680058.75;4977085
Strošinci;Vrbanja;Vukovarsko-srijemska;;672;61093;32256;2702856.75;4976799
Gunja;Gunja;Vukovarsko-srijemska;Opæine;5087;23060;32260;2684037.75;4973086.5
Ðuriæi;Drenovci;Vukovarsko-srijemska;;415;16322;32263;2691018;4972424.5
Raèinovci;Drenovci;Vukovarsko-srijemska;;984;53210;32262;2694449.75;4970686
Križnica;Pitomaèa;Virovitièko-podravska;;123;32425;33405;2566858.006;5091303.271
Kladare;Pitomaèa;Virovitièko-podravska;;528;28541;33405;2554622.052;5091082.98
Pitomaèa;Pitomaèa;Virovitièko-podravska;Opæine;5732;48224;33405;2557172.25;5088785.5
Dinjevac;Pitomaèa;Virovitièko-podravska;;491;10952;48362;2552562.56;5088865.459
Starogradaèki Marof;Pitomaèa;Virovitièko-podravska;;255;60488;33405;2564334.516;5087977.613
Terezino Polje;Lukaè;Virovitièko-podravska;;324;64602;33407;2574931.5;5087220.5
Zrinj Lukaèki;Lukaè;Virovitièko-podravska;;148;73628;33407;2574533.775;5087852.034
Veliko Polje;Lukaè;Virovitièko-podravska;;387;68578;33407;2576936.377;5086432.994
Katinka;Lukaè;Virovitièko-podravska;;53;28126;33407;2575720.25;5086968.5
Grabrovnica;Pitomaèa;Virovitièko-podravska;;468;21920;33405;2552677.182;5086929.73
Otrovanec;Pitomaèa;Virovitièko-podravska;;646;46256;33405;2555413.936;5085923.147
Okrugljaèa;Špišiæ Bukovica;Virovitièko-podravska;;300;44938;33404;2567698.75;5086965
Stari Gradac;Pitomaèa;Virovitièko-podravska;;725;60186;33405;2561837.877;5086040.791
Novi Gradac;Gradina;Virovitièko-podravska;;195;43826;33411;2582011.387;5085702.16
Velika Èrešnjevica;Pitomaèa;Virovitièko-podravska;;542;67695;33405;2553179.716;5083733.04
Gornje Bazje;Lukaè;Virovitièko-podravska;;567;19755;33407;2573460.608;5083970.318
Mala Èrešnjevica;Pitomaèa;Virovitièko-podravska;;205;37737;33405;2550771.5;5085269
Žlebina;Gradina;Virovitièko-podravska;;373;74411;33411;2580373.591;5084879.607
Rogovac;Špišiæ Bukovica;Virovitièko-podravska;;272;55450;33404;2562450.625;5083971.934
Rit;Lukaè;Virovitièko-podravska;;63;55328;33407;2575342;5083780.5
Bušetina;Špišiæ Bukovica;Virovitièko-podravska;;894;7340;33404;2566993.155;5083261.031
Budrovac Lukaèki;Lukaè;Virovitièko-podravska;;152;6831;33406;2576162.344;5082912.246
Lozan;Špišiæ Bukovica;Virovitièko-podravska;;564;36234;33404;2561721.036;5082311.509
Rušani;Gradina;Virovitièko-podravska;;529;56065;33411;2580474.765;5082237.347
Turanovac;Lukaè;Virovitièko-podravska;;800;66320;33406;2570027.742;5082894.941
Sedlarica;Pitomaèa;Virovitièko-podravska;;377;56715;33405;2554536.481;5082887.339
Detkovac;Gradina;Virovitièko-podravska;;372;10863;33411;2585421.673;5082415.051
Kapela Dvor;Lukaè;Virovitièko-podravska;;274;27545;33406;2571850.607;5082296.208
Lug Gradinski;Gradina;Virovitièko-podravska;;111;36498;33411;2579060.75;5081344.5
Turnašica;Pitomaèa;Virovitièko-podravska;;394;66460;33405;2556139.069;5081750.585
Dugo Selo Lukaèko;Lukaè;Virovitièko-podravska;;631;15865;33406;2573975.844;5080754.924
Vukosavljevica;Špišiæ Bukovica;Virovitièko-podravska;;720;71650;33404;2557136.196;5080761.967
Lukaè;Lukaè;Virovitièko-podravska;Opæine;516;36650;33406;2571720.75;5080473
Novi Antunovac;Špišiæ Bukovica;Virovitièko-podravska;;97;43664;33404;2562911.75;5080555
Brezovica;Gradina;Virovitièko-podravska;;686;5746;33411;2582838.75;5079264.5
Špišiæ Bukovica;Špišiæ Bukovica;Virovitièko-podravska;Opæine;1782;63932;33404;2562642.5;5078607.5
Gradina;Gradina;Virovitièko-podravska;Opæine;969;22136;33411;2579288.585;5078619.927
Brezik;Lukaè;Virovitièko-podravska;;220;5410;33406;2570725.75;5079402.5
Vladimirovac;Gradina;Virovitièko-podravska;;89;58823;33411;2584652.48;5078685.199
Baèevac;Gradina;Virovitièko-podravska;;429;507;33411;2576398.072;5079140.728
Korija;Virovitica;Virovitièko-podravska;;858;30392;33404;2564266.239;5078308.236
Virovitica;Virovitica;Virovitièko-podravska;Županije;15522;69361;33000;2569172.038;5076040.778
Budakovac;Gradina;Virovitièko-podravska;;296;6696;33411;2588367.5;5078116
Lipovac;Gradina;Virovitièko-podravska;;360;35424;33410;2578293.794;5076222.039
Požari;Virovitica;Virovitièko-podravska;;227;51195;33000;2571929.943;5076271.35
Gaæište;Suhopolje;Virovitièko-podravska;;272;17256;33410;2584738.25;5075332
Zvonimirovo;Suhopolje;Virovitièko-podravska;;110;73792;33410;2582628.784;5075518.505
Golo Brdo;Virovitica;Virovitièko-podravska;;364;18295;33000;2564619;5075408.5
Podgorje;Virovitica;Virovitièko-podravska;;827;49131;33000;2566117.207;5074989.976
Vaška;Sopje;Virovitièko-podravska;;384;67296;33525;2590984.278;5074245.071
Sveti Ðurað;Virovitica;Virovitièko-podravska;;612;61956;33000;2567299.23;5074186.177
Èemernica;Virovitica;Virovitièko-podravska;;669;9326;33000;2573459.623;5073977.734
Orešac;Suhopolje;Virovitièko-podravska;;423;45420;33410;2584788;5073908
Kapinci;Sopje;Virovitièko-podravska;;209;27677;33525;2593126.2;5073662.408
Sopje;Sopje;Virovitièko-podravska;Opæine;607;59021;33525;2597236.113;5073008.061
Sopjanska Greda;Sopje;Virovitièko-podravska;;34;59013;33525;2597827.25;5072962.5
Suhopolje;Suhopolje;Virovitièko-podravska;Opæine;2832;61476;33410;2577962.625;5072614.984
Novaki;Sopje;Virovitièko-podravska;;406;43478;33525;2588432.886;5072963.015
Milanovac;Virovitica;Virovitièko-podravska;;1637;41017;33000;2569292.047;5072784.369
Rezovac;Virovitica;Virovitièko-podravska;;1327;55000;33000;2571223.068;5072837.708
Naudovac;Suhopolje;Virovitièko-podravska;;177;42803;33410;2582078.506;5072427.719
Gornje Predrijevo;Sopje;Virovitièko-podravska;;115;20010;33525;2600324.235;5071415.069
Žiroslavje;Suhopolje;Virovitièko-podravska;;79;74284;33412;2586019.181;5071063.432
Borova;Suhopolje;Virovitièko-podravska;;816;4197;33410;2575110.971;5070641.57
Noskovci;Èaðavica;Virovitièko-podravska;;232;43168;33523;2602876.967;5070718.574
Jugovo Polje;Suhopolje;Virovitièko-podravska;;309;26611;33412;2583599.75;5070235.5
Noskovaèka Dubrava;Èaðavica;Virovitièko-podravska;;67;43150;33523;2603841.64;5070015.826
Rezovaèke Krèevine;Virovitica;Virovitièko-podravska;;353;55018;33000;2570529;5070197.5
Josipovo;Sopje;Virovitièko-podravska;;332;8176;33520;2593130.5;5069606.5
Višnjica;Sopje;Virovitièko-podravska;;6;69574;33520;2587733.264;5069565.224
Ilmin Dvor;Èaðavica;Virovitièko-podravska;;93;24376;33523;2609225.75;5068645
Pèeliæ;Suhopolje;Virovitièko-podravska;;484;47180;33410;2579923.572;5069024.111
Gornji Miholjac;Slatina;Virovitièko-podravska;;291;20907;33520;2590622.5;5068247.5
Nova Šarovka;Sopje;Virovitièko-podravska;;271;9695;33520;2597467.25;5068200.5
Bukova;Suhopolje;Virovitièko-podravska;;14;7005;33410;2576931.75;5068840.5
Èaðavièki Lug;Èaðavica;Virovitièko-podravska;;306;8958;33523;2609683.682;5067758.117
Žubrica;Suhopolje;Virovitièko-podravska;;119;74535;33412;2581352.544;5068496.988
Cabuna;Suhopolje;Virovitièko-podravska;;873;7528;33412;2584197.743;5067663.355
Španat;Sopje;Virovitièko-podravska;;223;63878;33520;2588501.653;5068292.627
Budanica;Suhopolje;Virovitièko-podravska;;128;6718;33412;2582126.5;5067655
Èaðavica;Èaðavica;Virovitièko-podravska;Opæine;785;8940;33523;2605861.777;5066383.074
Vraneševci;Èaðavica;Virovitièko-podravska;;150;70238;33523;2601585.864;5066986.155
Starin;Èaðavica;Virovitièko-podravska;;96;60348;33523;2602836.069;5066841.068
Trnava Cabunska;Suhopolje;Virovitièko-podravska;;60;65668;33412;2580072;5065393.5
Bakiæ;Slatina;Virovitièko-podravska;;600;736;33520;2592888.75;5066380.5
Šaševo;Èaðavica;Virovitièko-podravska;;109;62782;33523;2604009.255;5066508.778
Grabiæ;Sopje;Virovitièko-podravska;;146;21717;33520;2595756.75;5066607
Mala Trapinska;Suhopolje;Virovitièko-podravska;;77;38113;33533;2574923.332;5066703.806
Novi Senkovac;Slatina;Virovitièko-podravska;;356;43923;33520;2599333.25;5066280.5
Pepelana;Suhopolje;Virovitièko-podravska;;122;47350;33533;2577289.282;5065633.635
Velika Trapinska;Suhopolje;Virovitièko-podravska;;22;68055;33533;2576446.224;5066320.555
Sovjak;Suhopolje;Virovitièko-podravska;;20;59145;33533;2575614.347;5066050.25
Medinci;Slatina;Virovitièko-podravska;;219;40215;33520;2597480.5;5065523
Bistrica;Slatina;Virovitièko-podravska;;203;3077;33520;2586478.453;5065854.829
Jasenaš;Virovitica;Virovitièko-podravska;;110;25771;43532;2571036.458;5065142.389
Sladojevaèki Lug;Slatina;Virovitièko-podravska;;106;57983;33520;2589068;5065197.5
Rodin Potok;Suhopolje;Virovitièko-podravska;;65;55417;33533;2576733.639;5065227.278
Donji Meljani;Slatina;Virovitièko-podravska;;242;13706;33520;2588035.5;5064721.5
Dvorska;Suhopolje;Virovitièko-podravska;;29;16179;33533;2576432;5064864.5
Sladojevci;Slatina;Virovitièko-podravska;;825;57991;33520;2590427;5064151.5
Zvonimirovac;Èaðavica;Virovitièko-podravska;;337;73784;33523;2607050.897;5063215.636
Slatina;Slatina;Virovitièko-podravska;Grada;10900;58106;33520;2593899.75;5061651
Donje Bazije;Èaðavica;Virovitièko-podravska;;190;12548;33523;2605048.067;5062483.8
Žabnjaèa;Crnac;Virovitièko-podravska;;10;73881;33507;2613044.75;5062657.5
Gvozdanska;Suhopolje;Virovitièko-podravska;;47;23159;33533;2577104;5062742
Gornje Kusonje;Voæin;Virovitièko-podravska;;34;19895;33520;2584174.31;5062990.109
Pivnica Slavonska;Suhopolje;Virovitièko-podravska;;70;48267;33533;2576824.5;5062772.5
Donje Kusonje;Voæin;Virovitièko-podravska;;4;12688;33520;2586339.573;5061951.027
Crnac;Crnac;Virovitièko-podravska;Opæine;667;8532;33507;2612354;5060914
Radosavci;Slatina;Virovitièko-podravska;;111;53520;33520;2588565.458;5061718.349
Novo Kusonje;Voæin;Virovitièko-podravska;;26;44075;33520;2583750.697;5061753.195
Gornje Viljevo;Nova Bukovica;Virovitièko-podravska;;52;20176;33518;2600911.752;5061109.845
Levinovac;Suhopolje;Virovitièko-podravska;;277;35017;33533;2578840.764;5061240.111
Maèkovac;Voæin;Virovitièko-podravska;;72;37303;33522;2582914.831;5061262.493
Suha Mlaka;Crnac;Virovitièko-podravska;;135;61425;33507;2609633.483;5060442.587
Hum Varoš;Voæin;Virovitièko-podravska;;36;24210;33522;2582526.5;5060481.5
Breštanovci;Crnac;Virovitièko-podravska;;160;5312;33507;2616210.57;5059253.219
Kozice;Slatina;Virovitièko-podravska;;560;31267;33520;2597327.773;5059292.975
Donja Bukovica;Nova Bukovica;Virovitièko-podravska;;102;11878;33518;2603054.25;5059606
Lukavac;Slatina;Virovitièko-podravska;;99;36706;33520;2588401;5059511
Hum;Voæin;Virovitièko-podravska;;83;24155;33522;2580582.183;5058097.032
Miljevci;Nova Bukovica;Virovitièko-podravska;;352;41190;33518;2603737.405;5058019.012
Mali Rastovac;Crnac;Virovitièko-podravska;;78;38636;33507;2616957.3;5056715.205
Krivaja Pustara;Crnac;Virovitièko-podravska;;7;32174;33507;2611079.645;5057918.21
Brezik;Nova Bukovica;Virovitièko-podravska;;172;5428;33518;2601949.762;5058224.496
Milanovac;Crnac;Virovitièko-podravska;;107;40991;33507;2612337.857;5057756.855
Bjelkovac;Nova Bukovica;Virovitièko-podravska;;57;3204;33518;2607224.97;5057594.891
Veliki Rastovac;Crnac;Virovitièko-podravska;;257;68438;33507;2615389.965;5056934.974
Nova Bukovica;Nova Bukovica;Virovitièko-podravska;Opæine;869;43176;33518;2599507.079;5057264.374
Ivanbrijeg;Slatina;Virovitièko-podravska;;53;24635;33520;2591081.358;5057987.68
Dobroviæ;Nova Bukovica;Virovitièko-podravska;;156;11304;33518;2605684.17;5057335.745
Goleniæ;Slatina;Virovitièko-podravska;;35;18163;33520;2588826;5057332.5
Novo Petrovo Polje;Crnac;Virovitièko-podravska;;148;44105;33507;2615941.5;5055967.5
Staro Petrovo Polje;Crnac;Virovitièko-podravska;;185;60399;33507;2615615.06;5056315.534
Lisièine;Voæin;Virovitièko-podravska;;0;35670;33522;2579060.25;5056436.5
Rajino Polje;Èaèinci;Virovitièko-podravska;;46;53821;33514;2609442.016;5055670.227
Popovac;Voæin;Virovitièko-podravska;;1;50695;33522;2582853.25;5055794
Donje Predrijevo;Zdenci;Virovitièko-podravska;;156;12831;33513;2613290.5;5055040
Bukovaèki Antunovac;Nova Bukovica;Virovitièko-podravska;;301;60;33518;2601229.25;5054386
Brezovljani Vojlovièki;Èaèinci;Virovitièko-podravska;;72;5819;33514;2607965.25;5054470.5
Borik;Mikleuš;Virovitièko-podravska;;418;47864;33517;2603030.25;5053693.5
Paušinci;Èaèinci;Virovitièko-podravska;;217;46973;33514;2610240.75;5053522.5
Kuzma;Voæin;Virovitièko-podravska;;0;33880;33522;2577237.808;5053629.183
Kutovi;Zdenci;Virovitièko-podravska;;213;33871;33513;2615275.772;5052561.149
Èeralije;Voæin;Virovitièko-podravska;;596;9431;33521;2592942.25;5052431
Obradovci;Zdenci;Virovitièko-podravska;;53;44580;33513;2612848.702;5052197.551
Mikleuš;Mikleuš;Virovitièko-podravska;Opæine;908;40894;33517;2602482.25;5051905
Voæin;Voæin;Virovitièko-podravska;Opæine;1090;69841;33522;2581832.5;5052353.5
Balinci;Mikleuš;Virovitièko-podravska;;88;825;33517;2596935.5;5052174.5
Macute;Voæin;Virovitièko-podravska;;68;37273;33522;2587838.5;5052711.5
Bokane;Voæin;Virovitièko-podravska;;188;3905;33522;2591634.75;5052573
Zokov Gaj;Zdenci;Virovitièko-podravska;;155;73466;33513;2618490.25;5051499.5
Slavonske Bare;Zdenci;Virovitièko-podravska;;202;58203;33513;2613384.655;5051116.129
Èetekovac;Mikleuš;Virovitièko-podravska;;245;9504;33517;2598116.5;5051655
Kometnik-Jorgiæi;Voæin;Virovitièko-podravska;;49;29742;33522;2583603.25;5051852
Smude;Voæin;Virovitièko-podravska;;0;58734;33522;2587916;5051206.5
Èaèinci;Èaèinci;Virovitièko-podravska;Opæine;2321;8915;33514;2607061.411;5050569.423
Èojlug;Mikleuš;Virovitièko-podravska;;21;9652;33517;2600997.5;5051068
Rijenci;Voæin;Virovitièko-podravska;;0;55212;33522;2592414.5;5051142
Kometnik-Zubiæi;Voæin;Virovitièko-podravska;;6;29769;33522;2584236;5050703.5
Vojlovica;Èaèinci;Virovitièko-podravska;;15;69981;33514;2604019.071;5049994.449
Dobriæ;Voæin;Virovitièko-podravska;;0;11207;33522;2585310.432;5049858.431
Zdenci;Zdenci;Virovitièko-podravska;Opæine;1061;73024;33513;2613613.963;5048699.889
Humljani;Èaèinci;Virovitièko-podravska;;180;24244;33514;2602752.25;5048466.386
Kraskoviæ;Èaèinci;Virovitièko-podravska;;0;31836;33514;2599021.109;5048559.446
Sekulinci;Voæin;Virovitièko-podravska;;0;56812;33522;2586825;5048863
Ðurièiæ;Voæin;Virovitièko-podravska;;0;16314;33522;2593342.88;5048116.974
Bukvik;Èaèinci;Virovitièko-podravska;;248;7218;33514;2605976.75;5047425
Bankovci;Zdenci;Virovitièko-podravska;;167;914;33513;2614588.614;5047117.943
Gornji Meljani;Voæin;Virovitièko-podravska;;0;20885;33522;2590763.811;5047648.178
Duga Meða;Zdenci;Virovitièko-podravska;;212;15750;33513;2612234.364;5047190.256
Bijeljevina Orahovièka;Orahovica;Virovitièko-podravska;;36;2810;33515;2609833.75;5046991.5
Prekoraèani;Èaèinci;Virovitièko-podravska;;0;51527;33514;2596234.46;5047111.85
Krajna;Èaèinci;Virovitièko-podravska;;31;31518;33514;2602184.5;5046189
Pušina;Èaèinci;Virovitièko-podravska;;2;53058;33514;2599223.5;5045821.5
Karlovac Ferièanaèki;Orahovica;Virovitièko-podravska;;26;27847;33515;2614549;5045233
Dolci;Orahovica;Virovitièko-podravska;;322;11428;33515;2612575.25;5045088
Slatinski Drenovac;Èaèinci;Virovitièko-podravska;;22;58165;33516;2594812.454;5044955.293
Orahovica;Orahovica;Virovitièko-podravska;Grada;4264;45250;33515;2608183.25;5042639.5
Donja Pištana;Orahovica;Virovitièko-podravska;;278;12165;33515;2606280.906;5044101.128
Magadinovac;Orahovica;Virovitièko-podravska;;11;37397;33515;2614246;5044107
Kokoèak;Orahovica;Virovitièko-podravska;;0;29483;33515;2602881.75;5043146.5
Stara Jošava;Orahovica;Virovitièko-podravska;;247;59889;33515;2613009.044;5042587.415
Nova Jošava;Orahovica;Virovitièko-podravska;;189;43222;33515;2611286.426;5042155.245
Gornja Pištana;Orahovica;Virovitièko-podravska;;0;19313;33515;2604096.604;5041796.486
Crkvari;Orahovica;Virovitièko-podravska;;140;8451;33515;2612067.116;5041848.293
Duzluk;Orahovica;Virovitièko-podravska;;195;16047;33515;2606988;5041116.5
Šumeðe;Orahovica;Virovitièko-podravska;;45;64297;33515;2611872.7;5040465.471
Otok Virje;Cestica;Varaždinska;;259;46191;42208;2473219;5138602.5
Kolarovec;Cestica;Varaždinska;;265;29556;42208;2469598.5;5135341.5
Vratno Otok;Cestica;Varaždinska;;72;70491;42208;2474419.75;5136866
Virje Križovljansko;Cestica;Varaždinska;;261;69353;42208;2472683.329;5136554.386
Veliki Lovreèan;Cestica;Varaždinska;;358;68322;42208;2468044.5;5136192
Dubrava Križovljanska;Cestica;Varaždinska;;294;15504;42208;2466366.956;5136575.136
Radovec Polje;Cestica;Varaždinska;;157;53678;42208;2473147.954;5135819.025
Brezje Dravsko;Cestica;Varaždinska;;232;5517;42208;2469404.734;5135847.586
Babinec;Cestica;Varaždinska;;428;469;42208;2470726;5135365.5
Cestica;Cestica;Varaždinska;Opæine;492;8109;42208;2471470.25;5135320.5
Donje Vratno;Petrijanec;Varaždinska;;383;75400;42207;2474749.5;5135163
Križovljan Radoveèki;Cestica;Varaždinska;;319;32450;42208;2471782.647;5134801.106
Faliniæ Breg;Cestica;Varaždinska;;102;16560;42208;2469972.25;5134823.5
Mali Lovreèan;Cestica;Varaždinska;;67;38474;42208;2467975.7;5134739.812
Strmec Podravski;Petrijanec;Varaždinska;;699;61000;42206;2476032.874;5134404.139
Radovec;Cestica;Varaždinska;;319;53660;42208;2471933;5134527
Družbinec;Petrijanec;Varaždinska;;562;15229;42206;2478887.958;5133769.656
Gornje Vratno;Cestica;Varaždinska;;1092;20192;42208;2473067;5133996.5
Svibovec Podravski;Sraèinec;Varaždinska;;985;62405;42209;2483500.25;5133513.5
Natkrižovljan;Cestica;Varaždinska;;315;42790;42208;2471153.917;5132894.145
Donje Vratno;Vinica;Varaždinska;;326;75418;42207;2473879.852;5133226.184
Petrijanec;Petrijanec;Varaždinska;Opæine;1459;47783;42206;2479467.921;5132525.714
Jarki;Cestica;Varaždinska;;134;25682;42208;2469309.5;5133284
Selci Križovljanski;Cestica;Varaždinska;;174;56987;42208;2468287.75;5133028
Majerje;Petrijanec;Varaždinska;;775;37486;42206;2481060.036;5131834.354
Malo Gradišæe;Cestica;Varaždinska;;104;38806;42208;2469273.25;5132334.5
Vinica;Vinica;Varaždinska;Opæine;1255;69167;42207;2473767.76;5131858.844
Vinica Breg;Vinica;Varaždinska;;287;69175;42207;2470461.75;5132102.5
Sraèinec;Sraèinec;Varaždinska;Opæine;3707;59234;42209;2482973.148;5130914.217
Križanèe;Cestica;Varaždinska;;149;32328;42208;2469397.254;5131652.545
Marèan;Vinica;Varaždinska;;624;39080;42207;2473484.563;5130874.92
Jelovec Voæanski;Donja Voæa;Varaždinska;;94;26182;42245;2465798.5;5130833
Hrašæica;Varaždin;Varaždinska;;935;23701;42000;2484525;5130130.5
Goruševnjak;Vinica;Varaždinska;;80;21466;42207;2471050.063;5130429.152
Varaždin;Varaždin;Varaždinska;Županije;41252;67199;42000;2487856.788;5128276.156
Nova Ves Petrijaneèka;Petrijanec;Varaždinska;;974;43435;42206;2479795.502;5129488.868
Budinšèak;Donja Voæa;Varaždinska;;151;6785;42245;2464959.25;5129726.5
Gornje Ladanje;Vinica;Varaždinska;;1009;19909;42207;2474163.755;5129098.244
Gornja Voæa;Donja Voæa;Varaždinska;;677;19658;42245;2467550.748;5129234.977
Pešæenica Vinièka;Vinica;Varaždinska;;149;47627;42207;2471975;5129093
Rijeka Voæanska;Donja Voæa;Varaždinska;;337;55204;42245;2465845.25;5128837
Plitvica Voæanska;Donja Voæa;Varaždinska;;78;48615;42245;2471517.552;5128723.176
Donje Ladanje;Maruševec;Varaždinska;;1177;12696;42243;2474804.5;5127984
Zlogonje;Lepoglava;Varaždinska;;451;73423;42255;2464497.5;5128582.5
Štefanec;Trnovec Bartoloveèki;Varaždinska;;405;64025;42202;2497127.23;5127701.099
Hrženica;Sveti Ðurð;Varaždinska;;944;24074;42233;2506562.287;5127219.534
Šemovec;Trnovec Bartoloveèki;Varaždinska;;910;62995;42202;2498753.217;5127504.875
Žabnik;Trnovec Bartoloveèki;Varaždinska;;174;73865;42202;2496157.091;5127833.926
Bartolovec;Trnovec Bartoloveèki;Varaždinska;;759;1392;42202;2495487.293;5127066.366
Struga;Sveti Ðurð;Varaždinska;;538;61115;42233;2512172.228;5127045.354
Zalužje;Lepoglava;Varaždinska;;195;72419;42255;2460502.5;5127928.5
Trnovec;Trnovec Bartoloveèki;Varaždinska;Opæine;4075;65765;42202;2492309.52;5126485.809
Kuæan Marof;Varaždin;Varaždinska;;1332;33090;42000;2490522.885;5126776.857
Koretinec;Maruševec;Varaždinska;;425;30384;42243;2475615.5;5127017
Donja Voæa;Donja Voæa;Varaždinska;Opæine;1138;12467;42245;2470304.684;5127478.115
Veliki Bukovec;Veliki Bukovec;Varaždinska;Opæine;690;68225;42231;2516479.017;5126067.842
Mali Bukovec;Mali Bukovec;Varaždinska;Opæine;829;38318;42231;2518668.245;5126120.335
Dubovica;Veliki Bukovec;Varaždinska;;356;15415;42231;2515173.283;5125946.589
Jazbina Višnjièka;Lepoglava;Varaždinska;;37;26042;42255;2460685.652;5127159.88
