NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Treglava;Grubišno Polje;Bjelovarsko-bilogorska;;124;65404;43290;2558678.127;5059397.057
Gornja Trnovitica;Velika Trnovitica;Bjelovarsko-bilogorska;;71;19569;43285;2532261.864;5060301.271
Poljani;Grubišno Polje;Bjelovarsko-bilogorska;;315;50326;43290;2553374.776;5059657.99
Pavlièani;Èazma;Bjelovarsko-bilogorska;;95;47015;43240;2508240.567;5059993.178
Pobrðani;Èazma;Bjelovarsko-bilogorska;;29;48747;43240;2509563;5060355.5
Rastovac;Grubišno Polje;Bjelovarsko-bilogorska;;63;54216;43504;2560996.167;5059098.057
Veliki Miletinac;Ðulovac;Bjelovarsko-bilogorska;;58;68349;43531;2565198.194;5058985.515
Munije;Grubišno Polje;Bjelovarsko-bilogorska;;64;42382;43504;2562199.652;5058831.69
Gornje Cjepidlake;Ðulovac;Bjelovarsko-bilogorska;;53;19801;43532;2572243.876;5058295.667
Ivanovo Selo;Grubišno Polje;Bjelovarsko-bilogorska;;324;24899;43504;2558874.89;5058059.013
Mlinski Vinogradi;Velika Trnovitica;Bjelovarsko-bilogorska;;45;41564;43285;2532771.25;5058253.5
Vrtlinska;Èazma;Bjelovarsko-bilogorska;;221;71242;43240;2509238.328;5059142.138
Donja Rašenica;Grubišno Polje;Bjelovarsko-bilogorska;;200;12220;43290;2555387.265;5058221.603
Bastajski Brðani;Ðulovac;Bjelovarsko-bilogorska;;0;1465;43531;2566681;5058009
Velika Trnava;Hercegovac;Bjelovarsko-bilogorska;;335;68063;43284;2541683.5;5058312.5
Stara Krivaja;Ðulovac;Bjelovarsko-bilogorska;;0;59927;43532;2575873.249;5057464.696
Veliki Zdenci;Grubišno Polje;Bjelovarsko-bilogorska;;1054;68519;43293;2546406.066;5056971.009
Kostanjevac;Berek;Bjelovarsko-bilogorska;;144;30767;43233;2530431.926;5057422.389
Ðulovac;Ðulovac;Bjelovarsko-bilogorska;Opæine;917;16241;43532;2572805.75;5057032.5
Oštri Zid;Berek;Bjelovarsko-bilogorska;;151;46027;43233;2525698.138;5057874.958
Mala Mlinska;Velika Trnovitica;Bjelovarsko-bilogorska;;86;37958;43285;2534909.75;5056667.5
Begovaèa;Berek;Bjelovarsko-bilogorska;;34;1872;43233;2528674;5057829
Nova Krivaja;Ðulovac;Bjelovarsko-bilogorska;;107;43265;43532;2574089.319;5056282.07
Šimljanik;Berek;Bjelovarsko-bilogorska;;47;63304;43233;2522485.319;5057123.836
Hercegovac;Hercegovac;Bjelovarsko-bilogorska;Opæine;1245;23353;43284;2540373.05;5056327.622
Andigola;Èazma;Bjelovarsko-bilogorska;;14;124;43240;2510042.353;5057658.202
Puklica;Ðulovac;Bjelovarsko-bilogorska;;146;52817;43532;2572765.084;5056070.944
Otkopi;Konèanica;Bjelovarsko-bilogorska;;98;46086;43505;2552272;5056621.5
Katinac;Ðulovac;Bjelovarsko-bilogorska;;152;28118;43532;2570995.383;5056127.779
Maslenjaèa;Ðulovac;Bjelovarsko-bilogorska;;213;74772;43508;2562035.75;5055870.5
Korenièani;Ðulovac;Bjelovarsko-bilogorska;;288;30341;43531;2567500.414;5055683.486
Mali Bastaji;Ðulovac;Bjelovarsko-bilogorska;;121;38245;43531;2564185.25;5055442.5
Veliki Bastaji;Ðulovac;Bjelovarsko-bilogorska;;522;68144;43531;2565129.175;5055157.175
Velika Mlinska;Velika Trnovitica;Bjelovarsko-bilogorska;;155;67911;43285;2532292.822;5056072.316
Konèanica;Konèanica;Bjelovarsko-bilogorska;Opæine;990;29963;43505;2552186.75;5054042
Borova Kosa;Ðulovac;Bjelovarsko-bilogorska;;99;4219;43508;2558995.848;5055278.749
Donja Vrijeska;Ðulovac;Bjelovarsko-bilogorska;;120;12483;43508;2560506.5;5055136
Gornja Garešnica;Berek;Bjelovarsko-bilogorska;;175;19038;43233;2524796.658;5055779.252
Potoèani;Ðulovac;Bjelovarsko-bilogorska;;44;50954;43532;2569851.726;5054589.984
Trnovitièki Popovac;Garešnica;Bjelovarsko-bilogorska;;428;65811;43233;2528843.5;5055121
Šuplja Lipa;Konèanica;Bjelovarsko-bilogorska;;218;64343;43505;2556958;5054775.5
Dioš;Konèanica;Bjelovarsko-bilogorska;;140;10987;43505;2555371.212;5054903.543
Boriš;Konèanica;Bjelovarsko-bilogorska;;24;4138;43505;2548868;5054969.5
Gornja Vrijeska;Ðulovac;Bjelovarsko-bilogorska;;21;19674;43508;2561753.749;5053351.151
Veliki Pašijan;Garešnica;Bjelovarsko-bilogorska;;376;68381;43280;2533477.184;5052209.732
Novo Selo Garešnièko;Berek;Bjelovarsko-bilogorska;;59;44229;43233;2523819.386;5054524.656
Palešnik;Hercegovac;Bjelovarsko-bilogorska;;541;46582;43284;2537578;5053746.5
Škodinovac;Ðulovac;Bjelovarsko-bilogorska;;14;63657;43531;2564063.903;5053574.513
Podgariæ;Berek;Bjelovarsko-bilogorska;;68;48992;43233;2521792.771;5054199.628
Veliki Prokop;Garešnica;Bjelovarsko-bilogorska;;65;68411;43233;2526953.647;5053440.986
Daruvarski Brestovac;Konèanica;Bjelovarsko-bilogorska;;881;5240;43505;2549370.5;5052092
Stražanac;Konèanica;Bjelovarsko-bilogorska;;166;60798;43505;2545935.246;5052644.453
Ilovski Klokoèevac;Hercegovac;Bjelovarsko-bilogorska;;170;24457;43284;2541987.823;5052424.38
Mali Pašijan;Garešnica;Bjelovarsko-bilogorska;;198;38580;43280;2533163;5053504.5
Zdenèac;Garešnica;Bjelovarsko-bilogorska;;490;73059;43280;2536582.477;5051791.623
Batinjani;Ðulovac;Bjelovarsko-bilogorska;;261;1643;43500;2558993.832;5051981.418
Donji Daruvar;Daruvar;Bjelovarsko-bilogorska;;848;13218;43500;2557458.5;5051115
Lipovac Majur;Daruvar;Bjelovarsko-bilogorska;;118;35491;43500;2553357.603;5051735.969
Vukovije;Ðulovac;Bjelovarsko-bilogorska;;103;71706;43500;2561098.942;5051698.818
Dišnik;Garešnica;Bjelovarsko-bilogorska;;353;10995;43280;2530602;5050495.5
Tomašica;Garešnica;Bjelovarsko-bilogorska;;395;64955;43280;2539885.5;5050631
Dobra Kuæa;Ðulovac;Bjelovarsko-bilogorska;;16;11118;43500;2562401.544;5051072.789
Imsovac;Konèanica;Bjelovarsko-bilogorska;;263;24511;43506;2543782.25;5050226
Garešnièki Brestovac;Garešnica;Bjelovarsko-bilogorska;;992;17540;43280;2535471;5050696.5
Ljudevit Selo;Daruvar;Bjelovarsko-bilogorska;;252;37206;43500;2554059.937;5050197.117
Daruvar;Daruvar;Bjelovarsko-bilogorska;Grada;9794;10375;43500;2556843.063;5049066.883
Daruvarski Vinogradi;Daruvar;Bjelovarsko-bilogorska;;167;10383;43500;2558963.25;5050227.5
Brestovaèka Brda;Konèanica;Bjelovarsko-bilogorska;;40;5266;43505;2548600.577;5050151.461
Kajgana;Garešnica;Bjelovarsko-bilogorska;;305;26964;43280;2537388.25;5048946.5
Gornji Daruvar;Daruvar;Bjelovarsko-bilogorska;;572;20397;43500;2553949;5048750.5
Garešnica;Garešnica;Bjelovarsko-bilogorska;Grada;4224;17531;43280;2534808.895;5046802.621
Ivanovo Polje;Dežanovac;Bjelovarsko-bilogorska;;300;24872;43500;2550906.032;5048943.526
Vrbovac;Daruvar;Bjelovarsko-bilogorska;;562;70670;43500;2559068;5048964.5
Velika Bršljanica;Garešnica;Bjelovarsko-bilogorska;;249;67644;43282;2527877.5;5047809
Sokolovac;Dežanovac;Bjelovarsko-bilogorska;;255;58840;43506;2541794.02;5048059.575
Dežanovac;Dežanovac;Bjelovarsko-bilogorska;Opæine;1052;10871;43506;2546121.5;5046356.5
Markovac;Daruvar;Bjelovarsko-bilogorska;;83;39420;43500;2561569.28;5047670.115
Mala Bršljanica;Garešnica;Bjelovarsko-bilogorska;;71;37672;43282;2526531.25;5047873.5
Kreštelovac;Dežanovac;Bjelovarsko-bilogorska;;150;32042;43506;2543208.348;5047188.74
Šibovac;Siraè;Bjelovarsko-bilogorska;;239;63142;43500;2554915.314;5046431.964
Doljani;Daruvar;Bjelovarsko-bilogorska;;830;11592;43500;2557275.494;5046043.929
Kapelica;Garešnica;Bjelovarsko-bilogorska;;581;27600;43280;2531026.75;5047044
Donji Borki;Siraè;Bjelovarsko-bilogorska;;31;13129;43500;2564169.246;5046216.033
Gornji Borki;Siraè;Bjelovarsko-bilogorska;;0;20290;43500;2568536.5;5045993
Pakrani;Siraè;Bjelovarsko-bilogorska;;100;46507;43500;2561280;5044713.5
Golubinjak;Dežanovac;Bjelovarsko-bilogorska;;217;18392;43500;2552026.989;5045377.913
Ciglenica;Garešnica;Bjelovarsko-bilogorska;;397;8192;43280;2534289.25;5044617
Bijela;Siraè;Bjelovarsko-bilogorska;;76;2739;43500;2562970.745;5045314.423
Blagorodovac;Dežanovac;Bjelovarsko-bilogorska;;329;3280;43507;2542259.103;5044654.358
Kaštel Dežanovaèki;Dežanovac;Bjelovarsko-bilogorska;;57;27995;43506;2547079.111;5044734.007
Hrastovac;Garešnica;Bjelovarsko-bilogorska;;539;23612;43280;2538567.5;5044288.5
Drlež;Dežanovac;Bjelovarsko-bilogorska;;23;15075;43506;2550315.75;5044086.5
Rogoža;Garešnica;Bjelovarsko-bilogorska;;274;55484;43282;2528644.25;5043981.5
Kip;Siraè;Bjelovarsko-bilogorska;;177;28487;34552;2554582.59;5043456.183
Trojeglava;Dežanovac;Bjelovarsko-bilogorska;;309;65889;43506;2548430.5;5042923
Kaniška Iva;Garešnica;Bjelovarsko-bilogorska;;507;27448;43283;2533436;5041795.5
Donji Sreðani;Dežanovac;Bjelovarsko-bilogorska;;221;13943;34552;2550755.168;5042325.028
Uljanik;Garešnica;Bjelovarsko-bilogorska;;335;66753;43507;2541216.834;5042391.199
Gornji Uljanik;Garešnica;Bjelovarsko-bilogorska;;130;21237;43507;2543299.75;5042719
Gornji Sreðani;Dežanovac;Bjelovarsko-bilogorska;;296;21105;34552;2552002.25;5041831
Miljanovac;Siraè;Bjelovarsko-bilogorska;;209;41173;43541;2556647.517;5041849.569
Siraè;Siraè;Bjelovarsko-bilogorska;Opæine;1599;57665;43541;2559544.5;5041891
Uljanièki Brijeg;Garešnica;Bjelovarsko-bilogorska;;33;66745;43507;2543415.5;5041261.5
Malo Vukovje;Garešnica;Bjelovarsko-bilogorska;;141;38881;43283;2532350.558;5041116.602
Goveðe Polje;Dežanovac;Bjelovarsko-bilogorska;;141;21571;43506;2546451.047;5040773.483
Barica;Siraè;Bjelovarsko-bilogorska;;59;1279;43541;2561227.765;5040545.578
Veliko Vukovje;Garešnica;Bjelovarsko-bilogorska;;338;68624;43282;2530626;5040813.5
Duhovi;Garešnica;Bjelovarsko-bilogorska;;131;15903;43507;2540082.75;5040556.5
Krušèica;Gospiæ;Lièko-senjska;;0;32824;53203;2401398;4948321.5
Radiæi;Malinska-Dubašnica;Primorsko-goranska;;478;53309;51511;2345724.5;4998676
Iviæi;Sveti Lovreè;Istarska;;1;24953;52448;2285595.25;5006920.5
Bujariæi;Višnjan;Istarska;;0;6882;52463;2282778;5013933.5
Ružiæi;Poreè;Istarska;;1;56197;52440;2281105.75;5009783
Staniši;Vižinada;Istarska;;12;59757;52447;2284029;5021165
Bukori;Vižinada;Istarska;;11;6980;52447;2282857.25;5022274
Rimnjak;Buzet;Istarska;;26;55255;52420;2302463.313;5025358.918
Narduæi;Vižinada;Istarska;;22;42722;52447;2282013;5025587
Baštijani;Jelenje;Primorsko-goranska;;17;1538;51218;2338633;5027939
Plajzi;Delnice;Primorsko-goranska;;0;48283;51317;2360273;5035290
Rakovièko Selište;Rakovica;Karlovaèka;;105;54003;47245;2434265;4984972.5
Drage;Rakovica;Karlovaèka;;31;14460;47245;2432773.25;4984127
Brezovac;Rakovica;Karlovaèka;;12;5673;47245;2433828.5;4988322.5
Slunjèica;Slunj;Karlovaèka;;8;58467;47240;2428290.75;4992109.5
Deliæ Poljana;Cetingrad;Karlovaèka;;16;10600;47222;2437469;5000885
Strmaèka;Cetingrad;Karlovaèka;;24;60941;47222;2438002.469;4999876.694
Sadikovac;Cetingrad;Karlovaèka;;51;56260;47222;2439425.75;4997248.5
Kosijer Selo;Slunj;Karlovaèka;;3;30635;47243;2428444.305;5005831.116
Štirkovac;Bariloviæi;Karlovaèka;;5;64084;47253;2423218.75;5016859
Keserov Potok;Krnjak;Karlovaèka;;12;28347;47242;2430978;5015347.5
Trupinjak;Krnjak;Karlovaèka;;7;66095;47242;2431742.75;5012979.5
Buhaèa;Cetingrad;Karlovaèka;;27;6866;47222;2442827.25;5004451
Prijeka;Glina;Sisaèko-moslavaèka;;63;52108;44403;2469510.992;5014842.147
Resnatac;Skrad;Primorsko-goranska;;0;54895;51311;2378873.25;5031987
Vojišnica;Vojniæ;Karlovaèka;;606;69973;47220;2439481.75;5020841.5
Podsedlo;Vojniæ;Karlovaèka;;81;49590;47211;2441248;5026330
Završje;Brod Moravice;Primorsko-goranska;;0;72877;51312;2377392.25;5041419
Donja Lamana Draga;Brod Moravice;Primorsko-goranska;;4;12033;51312;2380596;5040560
Crna Draga;Lasinja;Karlovaèka;;132;8508;47206;2448952;5039544.5
Ivanèiæi Pokupski;Karlovac;Karlovaèka;;16;24678;47204;2439870.75;5041165
Vrhovaèki Sopot;Ozalj;Karlovaèka;;87;70998;47280;2420518.75;5052260
Hrženik;Krašiæ;Zagrebaèka;;138;24082;10454;2421416.291;5056367.404
Kurpezova Gorica;Krašiæ;Zagrebaèka;;9;33693;10454;2419692;5058036
Crna Mlaka;Jastrebarsko;Zagrebaèka;;42;8524;10450;2440464.5;5051679.5
Breganica;Samobor;Zagrebaèka;;64;5070;10432;2433127.25;5072598
Bratelji;Samobor;Zagrebaèka;;17;4634;10456;2423092.654;5071629.749
Okunšæak;Rugvica;Zagrebaèka;;406;44989;10370;2478113;5066672
Mareniæ;Vrbovec;Zagrebaèka;;66;39144;10340;2493560.75;5084650.5
Pasanska Gorica;Gornja Stubica;Krapinsko-zagorska;;165;46825;49245;2464051.369;5093698.248
Vinterovec;Gornja Stubica;Krapinsko-zagorska;;48;69302;49245;2461109.403;5093149.397
Matenci;Donja Stubica;Krapinsko-zagorska;;460;39969;49240;2460179.5;5093209
Gornja Drenova;Sveti Ivan Zelina;Zagrebaèka;;353;19011;10382;2476190;5087011.5
Bobovec Tomaševeèki;Klanjec;Krapinsko-zagorska;;31;3581;49290;2443183.5;5098727
Florijan;Klanjec;Krapinsko-zagorska;;9;16853;49290;2442656.75;5099106
Kusijevec;Sveti Petar Orehovec;Koprivnièko-križevaèka;;89;33731;48268;2492506.75;5099979
Rukljevina;Varaždinske Toplice;Varaždinska;;32;55964;42223;2499017.5;5120035
Hum na Sutli;Hum na Sutli;Krapinsko-zagorska;Opæine;1285;24198;49231;2437924.75;5118147.5
Pece;Ivanec;Varaždinska;;81;47201;42242;2480581;5118202
Glavat;Lastovo;Dubrovaèko-neretvanska;;0;17809;20290;2553193.25;4735000
Duba;Slivno;Dubrovaèko-neretvanska;;6;76040;20357;2581594.25;4758818
Trn;Slivno;Dubrovaèko-neretvanska;;216;65625;20357;2580931.298;4761097.057
Vlaka;Slivno;Dubrovaèko-neretvanska;Opæine;300;69787;20355;2584393.5;4761556.5
Saplunara;Mljet;Dubrovaèko-neretvanska;;36;56499;20224;2602091.431;4727915.38
Batinjani;Pakrac;Požeško-slavonska;;68;1651;34550;2551248.5;5035430.5
Bratuljevci;Velika;Požeško-slavonska;;33;4723;34320;2583657;5029255
Krivaj;Požega;Požeško-slavonska;;75;32140;34000;2587699.961;5027996.188
Draganlug;Èaglin;Požeško-slavonska;;5;14435;34343;2612651;5021935.5
Grudnjak;Zdenci;Virovitièko-podravska;;23;22934;33513;2620076.5;5053785
Dobra Voda;Èaglin;Požeško-slavonska;;12;11126;34350;2622594.25;5026745.5
Torjanci;Petlovac;Osjeèko-baranjska;;262;65285;31322;2645519.586;5069172.391
Mece;Darda;Osjeèko-baranjska;;796;40142;31326;2672806.529;5054450.513
Privlaka;Privlaka;Zadarska;Opæine;2140;52272;23233;2390114.5;4901939.5
Èibaèa;Župa dubrovaèka;Dubrovaèko-neretvanska;;1583;75272;20207;2637819.724;4720763.189
